id,features
156,"[-0.5109951496124268, 0.2679000496864319, -0.21705925464630127, 0.1606699526309967, -0.6219850778579712, 0.19151616096496582, 0.5426341891288757, 0.03681560605764389, -0.15410232543945312, -0.14833824336528778, -0.3512435853481293, -0.5429527163505554, -0.4727475643157959, 0.23208414018154144, 0.09097714722156525, 0.7824062705039978, 0.42818495631217957, 0.26411059498786926, 0.4676576852798462, -0.24034501612186432, 0.3025065064430237, -0.23645250499248505, 0.031137164682149887, 0.3165898621082306, -0.452003538608551, 0.21566477417945862, -0.07314448803663254, 0.7470709681510925, 0.09935546666383743, -0.3783738315105438]"
166,"[-0.7070623636245728, 0.07244191318750381, -0.3812732696533203, 0.11606951057910919, -0.6409285068511963, 0.1628306657075882, 0.49803224205970764, 0.08382885903120041, -0.3345482647418976, -0.10850223153829575, 0.09313245862722397, -0.30182504653930664, -0.5291565656661987, -0.31484031677246094, -0.2148861140012741, 0.5306944251060486, 0.5865823030471802, 0.04040966182947159, 0.2897712290287018, -0.38117116689682007, 0.2491198480129242, -0.13247422873973846, 0.32996702194213867, 0.2583346664905548, -0.048704445362091064, 0.16976849734783173, 0.1504887044429779, 0.7292512059211731, -0.0023779442999511957, -0.39121052622795105]"
176,"[-0.935087263584137, -0.1485029011964798, 0.011845463886857033, 0.3084043860435486, -0.7233729958534241, 0.12120231986045837, 0.5449286699295044, -0.0835910439491272, -0.08811395615339279, 0.03446315973997116, -0.16814574599266052, 0.03310878574848175, -0.6459478139877319, -0.5134785175323486, -0.515245795249939, 0.7687540650367737, 0.5804176926612854, -0.16105271875858307, 0.34801459312438965, -0.2947560250759125, 0.17307530343532562, -0.22580917179584503, 0.5532547235488892, 0.4083210527896881, -0.06281612068414688, -0.021707808598876, 0.17826813459396362, 0.43254193663597107, -0.1901875138282776, -0.4717622995376587]"
186,"[-0.8150699138641357, 0.31814488768577576, -0.2656733989715576, 0.48637568950653076, -0.7266190648078918, 0.06045457720756531, 0.5592138171195984, 0.02791140414774418, -0.15946722030639648, 0.2482750117778778, -0.047338951379060745, -0.35395440459251404, -0.6090153455734253, -0.3938814401626587, -0.17081086337566376, 0.4551989734172821, 0.524258553981781, 0.1755954921245575, 0.08485474437475204, -0.5667999386787415, 0.2997208833694458, -0.2803116738796234, 0.17088916897773743, 0.5527437925338745, -0.13789984583854675, -0.17052128911018372, 0.4036993980407715, 0.8047470450401306, -0.08942843973636627, 0.011960724368691444]"
196,"[-0.9810009002685547, 0.18318389356136322, -0.28239038586616516, 0.5772508978843689, -0.5726340413093567, 0.22068966925144196, 0.5425885915756226, 0.5848739743232727, 0.24172626435756683, -0.3235440254211426, 0.09239412844181061, 0.1798035353422165, -0.2962380647659302, -0.4796765446662903, -0.6742744445800781, 0.43919509649276733, 0.05440768972039223, -0.3297702968120575, -0.03346140682697296, -0.11201997101306915, 0.24721138179302216, 0.0788203552365303, 0.11790741235017776, 0.6210847496986389, -0.22024057805538177, -0.052279338240623474, -0.06672552227973938, 0.6298313736915588, -0.09310607612133026, 0.02975560910999775]"
206,"[-0.5315898656845093, 0.3372527062892914, -0.37975937128067017, 0.11264589428901672, -0.6531306505203247, -0.07968049496412277, 0.8123222589492798, 0.06476173549890518, -0.272909551858902, -0.020096316933631897, -0.13911758363246918, -0.47723883390426636, -0.4068765640258789, -0.04470158740878105, -0.4615604281425476, 0.916181206703186, 0.26177600026130676, 0.10462214797735214, 0.5616125464439392, -0.6205455660820007, 0.13738100230693817, -0.07445844262838364, 0.1607147604227066, 0.2576926648616791, -0.30185747146606445, 0.07308324426412582, -0.20468933880329132, 0.8611434102058411, -0.026131926104426384, 0.005421621724963188]"
216,"[-0.8063282370567322, 0.167497918009758, -0.3589220345020294, 1.019887089729309, -0.5497987866401672, 0.00673998799175024, 0.3935049772262573, -0.04737938940525055, -0.3260745108127594, 0.031164228916168213, 0.12169956415891647, -0.5187600255012512, -0.14424827694892883, 0.12686878442764282, 0.3106640875339508, 0.7048782110214233, 0.4372965693473816, -0.238618865609169, 0.03764152154326439, -0.21003857254981995, 0.2166043519973755, -0.04121982678771019, 0.2289150357246399, 0.44831109046936035, 0.2412097454071045, 0.5910212397575378, -0.05720870569348335, 0.6412332057952881, 0.12954431772232056, -0.2294376790523529]"
226,"[-0.8693100810050964, 0.23855116963386536, -0.2422841340303421, 0.3078280985355377, -0.3040526211261749, 0.08304586261510849, 0.2648738920688629, -0.0612732470035553, -0.524567723274231, -0.2835319936275482, -0.03443460538983345, 0.025462500751018524, -0.5463278889656067, -0.1876712441444397, -0.40812551975250244, 0.38452038168907166, 0.7067978382110596, 0.29763326048851013, 0.5132479071617126, -0.23910410702228546, 0.4906180202960968, -0.19351772964000702, 0.17861834168434143, 0.5723129510879517, -0.16591604053974152, -0.1069829985499382, 0.18266017735004425, 0.457175612449646, 0.18273533880710602, -0.4916914999485016]"
236,"[-1.045073390007019, 0.30143916606903076, -0.18866212666034698, 0.4896106421947479, -0.906231701374054, -0.010851031169295311, 0.37776821851730347, -0.45923852920532227, -0.5880024433135986, -0.006808420177549124, -0.4222312569618225, -0.4915429651737213, 0.03227952495217323, 0.30419811606407166, -0.42925915122032166, 0.27228423953056335, 0.5591470003128052, 0.10599122196435928, 0.494233101606369, -0.5753975510597229, -0.34592205286026, -0.48541688919067383, 0.06854908168315887, 0.40298882126808167, 0.2833589017391205, 0.7319126725196838, 0.26687780022621155, 0.9873021841049194, -0.275311142206192, 0.036663856357336044]"
246,"[-0.8136168718338013, 0.3966559171676636, -0.2420748472213745, 0.3440055251121521, -0.7173584699630737, 0.17987775802612305, 0.4951567053794861, 0.16345755755901337, -0.3257744014263153, -0.051939304918050766, 0.07451047003269196, -0.22155539691448212, -0.4797048568725586, -0.4142524302005768, -0.5509180426597595, 0.647845983505249, 0.5607806444168091, 0.5550158023834229, 0.2397293895483017, -0.210845947265625, -0.11422081291675568, 0.3806098699569702, 0.27137255668640137, 0.5026861429214478, -0.018549654632806778, 0.44507989287376404, 0.11861305683851242, 0.6590213179588318, -0.056796301156282425, 0.06868234276771545]"
256,"[-0.5751094222068787, 0.3091336190700531, -0.16767027974128723, 0.6675412654876709, -1.1257450580596924, 0.07158832997083664, 0.37528300285339355, -0.16008146107196808, -0.18129397928714752, 0.1142040491104126, 0.012978806160390377, -0.5598035454750061, -0.8057217001914978, -0.6918196082115173, -0.37493693828582764, 0.30286186933517456, 0.2888570725917816, 0.02312615141272545, 0.05010396987199783, -0.4174140393733978, 0.4371694326400757, -0.27935829758644104, 0.2944880425930023, 0.6601813435554504, -0.5491228103637695, 0.42671841382980347, 0.07617367058992386, 0.734287679195404, -0.05863592401146889, -0.08715984225273132]"
266,"[-1.013929009437561, 0.29841649532318115, -0.11229557543992996, -0.03175530210137367, -0.33088868856430054, 0.2023661732673645, 0.46156442165374756, 0.3278138041496277, -0.7224235534667969, -0.3290632665157318, 0.10576660931110382, -0.19231200218200684, -0.5816375017166138, 0.19818808138370514, -0.35306817293167114, 0.1584632396697998, 0.8053679466247559, -0.10515322536230087, 0.13621748983860016, -0.46186649799346924, 0.018434874713420868, -0.6527217626571655, -0.11210349947214127, 0.1877490133047104, 0.32300475239753723, 0.1602676957845688, -0.06107586249709129, 0.38962599635124207, -0.017766965553164482, -1.2355469465255737]"
276,"[-0.9999203085899353, 0.31334933638572693, -0.31775304675102234, 0.66841721534729, -0.8245070576667786, 0.0658588632941246, 0.2709771990776062, 0.1543906331062317, -0.4231012463569641, -0.2458321452140808, 0.26729118824005127, -0.4084286093711853, -0.9379109144210815, -0.3764302730560303, -0.39345765113830566, 0.444368839263916, 0.47997379302978516, -0.08400136977434158, 0.2157113254070282, -0.12568551301956177, 0.03599432110786438, -0.3171859383583069, -0.08414214104413986, 0.44927218556404114, -0.2146754264831543, -0.49096864461898804, 0.585631251335144, 0.7860544919967651, -0.07532057911157608, -0.29603496193885803]"
286,"[-0.9479096531867981, 0.15800011157989502, -0.29579269886016846, 0.20174439251422882, -0.7981049418449402, 0.29530107975006104, 0.5160374641418457, -0.030169257894158363, -0.03412275016307831, -0.2667548656463623, -0.03699531406164169, -0.5246107578277588, -0.7282148599624634, -0.16477526724338531, -0.27789872884750366, 0.5658439993858337, -0.13092008233070374, -0.1207432821393013, 0.11294286698102951, -0.4118865132331848, 0.19175411760807037, -0.3934294879436493, 0.3636889159679413, 0.361904114484787, -0.26277562975883484, -0.08136369287967682, 0.14901407063007355, 0.38300126791000366, -0.11890637874603271, -0.13515035808086395]"
296,"[-1.061821699142456, -0.08597644418478012, -0.5178089141845703, 0.2829568088054657, -0.4149256944656372, 0.32652243971824646, 0.489938348531723, -0.20882931351661682, 0.05923520401120186, -0.5327884554862976, 0.22960825264453888, -0.13771477341651917, -0.7402327656745911, -0.17390914261341095, -0.45179033279418945, 0.9400829076766968, -0.18699079751968384, 0.13480409979820251, 0.09501208364963531, -0.32716894149780273, 0.2812666594982147, -0.2537890076637268, 0.20867414772510529, 0.42346206307411194, -0.04297234117984772, 0.10735256969928741, -7.887738320278004e-05, 0.716871440410614, 0.2840975821018219, -0.06934656202793121]"
306,"[-0.5654383897781372, 0.09549389779567719, -0.18081355094909668, 0.007952573709189892, -0.30389928817749023, 0.24011960625648499, 0.19404642283916473, 0.08250635862350464, -0.14094533026218414, -0.00724815996363759, -0.08702100068330765, -0.22296515107154846, -0.4597100019454956, -0.1996275782585144, 0.10356712341308594, 0.4566872715950012, 0.046145763248205185, -0.04631194472312927, 0.23686568439006805, -0.1032700166106224, 0.22821666300296783, -0.11989735066890717, 0.25157156586647034, 0.2036076784133911, 0.015764916315674782, 0.17641308903694153, 0.14888034760951996, 0.29900461435317993, 0.0433548279106617, -0.12202713638544083]"
316,"[-0.5524086356163025, 0.018845271319150925, 0.011552219279110432, 0.27289652824401855, -0.7228402495384216, -0.06664004921913147, 0.3247736096382141, -0.39645788073539734, -0.6101570725440979, -0.612078070640564, 0.2603837549686432, -0.276543527841568, -0.38620853424072266, -0.0459410734474659, -0.27361905574798584, 0.5554501414299011, 0.24736297130584717, 0.49033018946647644, -0.003231098409742117, -0.04053580015897751, 0.028750089928507805, -0.21775561571121216, -0.027148066088557243, 0.09012360125780106, -0.21982315182685852, 0.07784555852413177, 0.26620247960090637, 0.5835781693458557, 0.07130783051252365, -0.09336946904659271]"
326,"[-0.7164117097854614, 0.17140275239944458, -0.16604259610176086, 0.7987465858459473, -0.5974374413490295, 0.5379384160041809, 0.22430002689361572, -0.10924948751926422, 0.06368456035852432, -0.30468717217445374, -0.26925355195999146, -0.23983865976333618, -0.17679092288017273, -0.7037623524665833, -0.42708879709243774, 0.6618030667304993, 0.27330026030540466, -0.07304459065198898, -0.08209310472011566, -0.4951401948928833, 0.7129635810852051, -0.3423829674720764, 0.01098411064594984, 0.15194740891456604, -0.08723606914281845, 0.0012847461039200425, -0.17552700638771057, 0.6487854719161987, -0.04335690662264824, -0.0007553381728939712]"
336,"[-0.8708364367485046, 0.15709544718265533, -0.3204617202281952, 0.46092090010643005, -0.5117439031600952, 0.09438394010066986, 0.3716571629047394, -0.1966187059879303, -0.10546112060546875, -0.056430067867040634, 0.12644997239112854, -0.23711338639259338, -0.5229098796844482, -0.6858057379722595, -0.4010689854621887, 0.801886796951294, 0.6012717485427856, 0.024010388180613518, 0.4707091450691223, -0.24877400696277618, 0.20317406952381134, -0.3347497880458832, 0.06097983941435814, 0.34498971700668335, -0.21644705533981323, 0.21124635636806488, 0.28048622608184814, 0.6558197140693665, -0.10301356017589569, -0.23880350589752197]"
346,"[-0.6812291741371155, 0.15041270852088928, -0.09126320481300354, 0.3073982894420624, -0.1244843378663063, 0.06263675540685654, 0.21422801911830902, 0.09608583897352219, -0.1081753745675087, -0.31890374422073364, -0.03809574618935585, -0.7135763764381409, -0.06507820636034012, -0.11710673570632935, -0.1493072211742401, 0.7014482617378235, 0.3069784939289093, 0.1886471062898636, 0.5005645155906677, -0.3716563582420349, 0.4728322923183441, -0.2798948287963867, 0.015144148841500282, 0.348456472158432, 0.03166825696825981, 0.3049827218055725, 0.3859271705150604, 0.679498016834259, 0.2055213749408722, -0.05950962379574776]"
356,"[-0.7363211512565613, 0.14242622256278992, -0.29561847448349, 0.308547705411911, -0.513696551322937, 0.45135220885276794, 0.4318130314350128, 0.2534509301185608, -0.47900763154029846, -0.1691282093524933, -0.2056039571762085, -0.07901068031787872, -0.6796781420707703, -0.3413374722003937, -0.547464907169342, 0.5132843852043152, 0.41171079874038696, 0.10832488536834717, 0.41449129581451416, -0.29729509353637695, 0.35276150703430176, -0.11728837341070175, 0.1844039410352707, 0.3567465543746948, 0.08079909533262253, 0.2534662187099457, 0.23039282858371735, 0.805298388004303, 0.03990008682012558, 0.033076897263526917]"
366,"[-0.9993588924407959, 0.22726912796497345, -0.2116941213607788, 0.27976176142692566, -0.49034735560417175, 0.04764121025800705, 0.45455363392829895, -0.08483931422233582, -0.2862499952316284, -0.36957797408103943, 0.17624184489250183, -0.3788110613822937, -0.31771644949913025, -0.16120001673698425, -0.23739604651927948, 0.48390862345695496, 0.278486967086792, 0.028687763959169388, 0.12614880502223969, -0.3130723237991333, 0.20472387969493866, -0.26943570375442505, 0.21992185711860657, 0.43573227524757385, -0.06628662347793579, 0.28023606538772583, 0.053436506539583206, 0.7031717896461487, 0.043706830590963364, -0.38315239548683167]"
376,"[-0.5765336155891418, 0.4455544352531433, 0.018285978585481644, 0.43326979875564575, -0.7583965063095093, 0.11969999969005585, 0.6242403984069824, 0.15061558783054352, -0.3650607466697693, 0.06906162202358246, -0.004176031332463026, -0.37238308787345886, -0.6055587530136108, -0.4332554340362549, -0.5721995830535889, 0.4090389013290405, 0.37580084800720215, 0.05186663940548897, 0.33266013860702515, -0.2324480563402176, 0.21982689201831818, -0.04012239724397659, 0.48795852065086365, 0.5051016807556152, -0.026260806247591972, 2.556534127506893e-05, 0.046223390847444534, 0.6929789781570435, -0.22879521548748016, -0.11149561405181885]"
386,"[-0.38577279448509216, 0.5767573118209839, -0.1819165050983429, 0.15540441870689392, -0.6634765863418579, 0.0559636726975441, 0.3809778094291687, 0.0047889393754303455, -0.06842739880084991, -0.046687062829732895, 0.29302963614463806, -0.24626758694648743, -0.4321816861629486, 0.03716394305229187, 0.024896034970879555, 0.6092082262039185, 0.4453325569629669, 0.3060274124145508, 0.19127526879310608, -0.18578335642814636, 0.6054037809371948, -0.08369198441505432, 0.12765398621559143, 0.19454734027385712, -0.06226488575339317, -0.06711626797914505, 0.03229033201932907, 0.61942458152771, 0.0344756580889225, -0.5114387273788452]"
396,"[-0.7060339450836182, -0.21605029702186584, -0.9870668649673462, -0.33208534121513367, -0.1863064020872116, 0.40713003277778625, 0.6308563351631165, -0.2244713306427002, -0.06026821583509445, -0.029966052621603012, -0.2680661380290985, -0.44074758887290955, -0.5800355076789856, 0.026141924783587456, -0.07564127445220947, 0.32149288058280945, 0.2807796597480774, 0.005238689482212067, 0.5554131865501404, -0.09304063022136688, 0.5024387240409851, -0.6330508589744568, 0.382834255695343, -0.16670522093772888, 0.09689943492412567, -0.11847298592329025, -0.052246980369091034, 0.7356064319610596, 0.37937259674072266, -0.40243735909461975]"
406,"[-0.8665331602096558, 0.22278882563114166, -0.11583077162504196, 0.4846806824207306, -1.2925373315811157, -0.25403299927711487, 0.6380003094673157, 0.19335897266864777, 0.26792043447494507, -0.2627474367618561, -0.10966576635837555, 0.059008631855249405, -0.24673080444335938, -0.4724087119102478, -0.2017195075750351, 0.33777639269828796, -0.28535085916519165, 0.14216099679470062, -0.23404237627983093, -0.05975233018398285, 0.3730936646461487, -0.054099585860967636, 0.34379079937934875, 0.04829533025622368, -0.8929951786994934, 0.06283605843782425, 0.3560147285461426, 0.029169876128435135, -0.6183897852897644, -0.25632691383361816]"
